Адрес,Порт,Пакеты,Байты,Пакетов отправлено,Байтов отправлено,Пакетов получено,Байтов получено
"192.168.31.21",52242,124,88407,47,6895,77,81512
"192.168.31.21",52243,120,82718,47,6918,73,75800
"192.168.31.21",52244,121,86911,45,6503,76,80408
"192.168.31.21",52245,103,73423,39,5824,64,67599
"192.168.31.21",52246,98,67933,38,5748,60,62185
"192.168.31.21",52247,109,73051,43,5979,66,67072
"192.168.31.21",52248,69,44337,27,4361,42,39976
"192.168.31.21",52249,624,41427,277,17615,347,23812
"192.168.31.21",52250,72,44580,29,4476,43,40104
"192.168.31.21",52251,71,45006,28,4450,43,40556
"192.168.31.21",52252,97,72371,37,4551,60,67820
"192.168.31.21",52253,83,59657,32,4284,51,55373
"192.168.31.21",52254,72,45633,29,4473,43,41160
"192.168.31.21",52255,60,33810,25,4267,35,29543
"192.168.31.21",52256,54,30404,22,3735,32,26669
"192.168.31.21",52257,65,39266,27,3984,38,35282
"192.168.31.21",52258,58,32161,24,3832,34,28329
"192.168.31.21",52259,51,27628,21,3732,30,23896
"192.168.31.21",52260,40,18704,17,3141,23,15563
"192.168.31.21",52261,54,31434,22,3412,32,28022
"192.168.31.21",52262,55,31470,23,3455,32,28015
"192.168.31.21",52263,42,21148,17,3091,25,18057
"192.168.31.21",52264,47,24566,20,3647,27,20919
"192.168.31.21",52265,42,22541,18,3111,24,19430
"192.168.31.21",52266,46,26991,19,3196,27,23795
"192.168.31.21",52267,46,24098,19,3183,27,20915
"192.168.31.21",52268,40,16920,17,3066,23,13854
"192.168.31.21",52269,38,18063,16,3027,22,15036
"192.168.31.21",52270,43,22963,18,3126,25,19837
"192.168.31.21",52271,50,26480,21,3278,29,23202
"192.168.31.21",52272,40,19425,17,2726,23,16699
"192.168.31.21",52273,38,18622,16,2653,22,15969
"192.168.31.21",52274,37,18568,15,2599,22,15969
"192.168.31.21",52275,35,15483,15,2628,20,12855
"192.168.31.21",52276,35,15483,15,2628,20,12855
"192.168.31.21",52277,40,21320,17,2720,23,18600
"192.168.31.21",52278,40,21320,17,2720,23,18600
"192.168.31.21",52279,27,10621,12,2141,15,8480
"192.168.31.21",52280,27,10621,12,2141,15,8480
"192.168.31.21",52281,34,17341,14,2240,20,15101
"192.168.31.21",52282,35,17395,15,2294,20,15101
"192.168.31.21",52283,25,8279,12,1338,13,6941
"192.168.31.21",52284,14,3401,7,943,7,2458
"192.168.31.21",52285,15,4304,7,920,8,3384
"192.168.31.21",52286,17,4686,8,988,9,3698
"192.168.31.21",52287,17,4665,8,988,9,3677
"192.168.31.21",52288,21,9767,9,1041,12,8726
"192.168.31.21",52289,17,4676,8,999,9,3677
"192.168.31.21",52290,17,4666,8,999,9,3667
"192.168.31.21",52291,117,80460,45,4220,72,76240
"192.168.31.21",52292,92,55660,37,3748,55,51912
"192.168.31.21",52293,131,97062,49,4221,82,92841
"192.168.31.21",52294,39,21238,16,1707,23,19531
"192.168.31.21",52295,39,22014,16,1722,23,20292
"192.168.31.21",52296,17,4681,8,993,9,3688
"192.168.31.21",52297,17,4690,8,1002,9,3688
"192.168.31.21",52298,16,4631,7,943,9,3688
"192.168.31.21",52299,11,942,6,389,5,553
"192.168.31.21",52300,11,863,6,389,5,474
"192.168.31.21",52301,11,911,6,389,5,522
"192.168.31.21",52302,11,726,6,367,5,359
"192.168.31.21",52303,11,714,6,367,5,347
"192.168.31.21",52304,11,758,6,367,5,391
"192.168.31.21",52305,33,17377,16,6604,17,10773
"192.168.31.21",52306,11,752,6,366,5,386
"192.168.31.21",52307,11,840,6,366,5,474
"192.168.31.21",52308,11,752,6,366,5,386
"192.168.31.21",52309,29,15329,12,1305,17,14024
"192.168.31.21",52310,27,15109,11,1143,16,13966
"192.168.31.21",52311,24,12161,10,1091,14,11070
"192.168.31.21",52312,11,774,6,376,5,398
"192.168.31.21",52313,11,762,6,376,5,386
"192.168.31.21",52314,11,803,6,376,5,427
"192.168.31.21",52317,60,12559,29,4661,31,7898
"192.168.31.21",52318,11,769,6,374,5,395
"192.168.31.21",52319,11,728,6,374,5,354
"192.168.31.21",52320,11,769,6,374,5,395
"192.168.31.21",52321,31,9276,15,3407,16,5869
"192.168.31.21",52322,18,5826,10,2913,8,2913
"192.168.31.21",52323,11,736,6,372,5,364
"192.168.31.21",52324,11,747,6,372,5,375
"192.168.31.21",52325,11,765,6,372,5,393
"192.168.31.21",52328,44,10920,22,3765,22,7155
"192.168.31.21",52329,13,2249,7,930,6,1319
"192.168.31.21",52330,11,769,6,374,5,395
"192.168.31.21",52331,11,728,6,374,5,354
"192.168.31.21",52332,11,769,6,374,5,395
"192.168.31.21",52333,35,9520,17,3515,18,6005
"192.168.31.21",52334,18,5742,10,2841,8,2901
"192.168.31.21",52335,29,8239,15,2615,14,5624
"192.168.31.21",52336,11,738,6,373,5,365
"192.168.31.21",52337,11,726,6,373,5,353
"192.168.31.21",52338,11,767,6,373,5,394
"192.168.31.21",52340,11,744,6,362,5,382
"192.168.31.21",52341,11,784,6,362,5,422
"192.168.31.21",52342,11,744,6,362,5,382
"192.168.31.21",52343,11,818,6,371,5,447
"192.168.31.21",52344,11,802,6,371,5,431
"192.168.31.21",52345,11,756,6,371,5,385
"192.168.31.21",52346,2855,2332836,1200,73241,1655,2259595
"192.168.31.21",52348,47,11135,22,3831,25,7304
"192.168.31.21",52349,22,8160,11,2452,11,5708
"192.168.31.21",52350,11,734,6,371,5,363
"192.168.31.21",52351,11,722,6,371,5,351
"192.168.31.21",52352,11,763,6,371,5,392
"192.168.31.21",52353,38,25853,16,1933,22,23920
"192.168.31.21",52354,13,2816,7,1166,6,1650
"192.168.31.21",52355,1831,1795835,616,35714,1215,1760121
"192.168.31.21",52356,312,291710,107,7549,205,284161
"192.168.31.21",52357,503,485481,170,10291,333,475190
"192.168.31.21",52358,14,2885,7,1123,7,1762
"192.168.31.21",52359,16,5018,8,1164,8,3854
"192.168.31.21",52360,10,1943,6,574,4,1369
"192.168.31.21",52361,10,1945,6,576,4,1369
"192.168.31.21",52362,10,1943,6,574,4,1369
"192.168.31.21",52363,10,1943,6,574,4,1369
"192.168.31.21",52364,10,1689,6,576,4,1113
"192.168.31.21",52365,11,742,6,375,5,367
"192.168.31.21",52366,11,730,6,375,5,355
"192.168.31.21",52367,11,764,6,375,5,389
"192.168.31.21",52368,35,13851,20,8209,15,5642
"192.168.31.21",52369,26,9253,15,3951,11,5302
"192.168.31.21",52370,14,2544,7,1140,7,1404
"192.168.31.21",52371,15,2615,7,1151,8,1464
"192.168.31.21",52372,17,3220,9,1653,8,1567
"192.168.31.21",52373,14,2541,7,1137,7,1404
"192.168.31.21",52374,11,760,6,370,5,390
"192.168.31.21",52375,11,800,6,370,5,430
"192.168.31.21",52376,11,760,6,370,5,390
"192.168.31.21",52377,11,774,6,376,5,398
"192.168.31.21",52378,11,788,6,376,5,412
"192.168.31.21",52379,11,803,6,376,5,427
"192.168.31.21",52382,25,8226,11,2723,14,5503
"192.168.31.21",52383,126,18578,60,8810,66,9768
"192.168.31.21",52384,11,726,6,367,5,359
"192.168.31.21",52385,11,714,6,367,5,347
"192.168.31.21",52386,11,758,6,367,5,391
"192.168.31.21",52387,11,732,6,370,5,362
"192.168.31.21",52388,11,768,6,370,5,398
"192.168.31.21",52389,11,771,6,370,5,401
"192.168.31.21",52390,11,829,6,376,5,453
"192.168.31.21",52391,11,762,6,376,5,386
"192.168.31.21",52392,11,803,6,376,5,427
"192.168.31.21",52393,11,762,6,385,5,377
"192.168.31.21",52394,11,750,6,385,5,365
"192.168.31.21",52395,11,791,6,385,5,406
"192.168.31.21",52396,88,55822,46,29940,42,25882
"192.168.31.21",52397,10,1130,6,623,4,507
"192.168.31.21",52398,11,1126,6,563,5,563
"192.168.31.21",52399,17,3153,9,1293,8,1860
"192.168.31.21",52400,13,1586,8,846,5,740
"192.168.31.21",52401,11,921,6,389,5,532
"192.168.31.21",52402,11,863,6,389,5,474
"192.168.31.21",52403,11,908,6,389,5,519
"192.168.31.21",52404,11,816,6,370,5,446
"192.168.31.21",52405,11,800,6,370,5,430
"192.168.31.21",52406,11,729,6,370,5,359
"192.168.31.21",52407,11,838,6,381,5,457
"192.168.31.21",52408,11,790,6,381,5,409
"192.168.31.21",52409,11,808,6,381,5,427
"192.168.31.21",52412,106,11522,51,5693,55,5829
"192.168.31.21",52413,11,814,6,376,5,438
"192.168.31.21",52414,11,765,6,376,5,389
"192.168.31.21",52415,11,814,6,376,5,438
"192.168.31.21",52416,63,22275,30,14420,33,7855
"192.168.31.21",52417,21,4801,10,2576,11,2225
"192.168.31.21",52418,11,769,6,370,5,399
"192.168.31.21",52419,11,720,6,370,5,350
"192.168.31.21",52420,11,769,6,370,5,399
"192.168.31.21",52421,32,9480,16,3782,16,5698
"192.168.31.21",52422,43,37384,28,25593,15,11791
"192.168.31.21",52423,11,850,6,375,5,475
"192.168.31.21",52424,11,834,6,375,5,459
"192.168.31.21",52425,11,788,6,375,5,413
"192.168.31.21",52426,11,756,6,382,5,374
"192.168.31.21",52427,11,744,6,382,5,362
"192.168.31.21",52428,11,778,6,382,5,396
"192.168.31.21",52429,11,818,6,371,5,447
"192.168.31.21",52430,11,802,6,371,5,431
"192.168.31.21",52431,11,756,6,371,5,385
"192.168.31.21",52432,11,734,6,371,5,363
"192.168.31.21",52433,11,722,6,371,5,351
"192.168.31.21",52434,11,763,6,371,5,392
"192.168.31.21",52435,14,2544,7,1140,7,1404
"192.168.31.21",52436,14,2549,7,1145,7,1404
"192.168.31.21",52437,14,2541,7,1137,7,1404
"192.168.31.21",52438,14,2555,7,1151,7,1404
"192.168.31.21",52439,11,726,6,367,5,359
"192.168.31.21",52440,11,714,6,367,5,347
"192.168.31.21",52441,11,758,6,367,5,391
"192.168.31.21",52442,11,726,6,367,5,359
"192.168.31.21",52443,11,714,6,367,5,347
"192.168.31.21",52444,11,758,6,367,5,391
"192.168.31.21",52445,14,2555,7,1151,7,1404
"192.168.31.21",52446,14,2541,7,1137,7,1404
"192.168.31.21",52447,14,2549,7,1145,7,1404
"192.168.31.21",52448,14,2544,7,1140,7,1404
"192.168.31.21",52449,11,808,6,366,5,442
"192.168.31.21",52450,11,792,6,366,5,426
"192.168.31.21",52451,11,721,6,366,5,355
"192.168.31.21",52452,11,752,6,366,5,386
"192.168.31.21",52453,11,840,6,366,5,474
"192.168.31.21",52454,11,752,6,366,5,386
"192.168.31.21",52457,45,21303,21,12238,24,9065
"192.168.31.21",52458,23,9573,10,2439,13,7134
"192.168.31.21",52459,11,734,6,371,5,363
"192.168.31.21",52460,11,722,6,371,5,351
"192.168.31.21",52461,11,763,6,371,5,392
"192.168.31.21",52462,11,762,6,372,5,390
"192.168.31.21",52463,11,750,6,372,5,378
"192.168.31.21",52464,11,784,6,372,5,412
"192.168.31.21",52465,11,850,6,375,5,475
"192.168.31.21",52466,11,834,6,375,5,459
"192.168.31.21",52467,11,788,6,375,5,413
"192.168.31.21",52468,14,2544,7,1140,7,1404
"192.168.31.21",52469,14,2555,7,1151,7,1404
"192.168.31.21",52470,14,2549,7,1145,7,1404
"192.168.31.21",52471,14,2541,7,1137,7,1404
"192.168.31.21",52472,11,762,6,372,5,390
"192.168.31.21",52473,11,750,6,372,5,378
"192.168.31.21",52474,11,784,6,372,5,412
"192.168.31.21",52475,11,818,6,371,5,447
"192.168.31.21",52476,11,802,6,371,5,431
"192.168.31.21",52477,11,756,6,371,5,385
"192.168.31.21",52479,11,760,6,371,5,389
"192.168.31.21",52480,11,748,6,371,5,377
"192.168.31.21",52481,11,782,6,371,5,411
"192.168.31.21",52484,12,10965,11,10899,1,66
"192.168.31.21",52485,12,10933,11,10867,1,66
"192.168.31.21",52486,12,10869,11,10803,1,66
"192.168.31.21",52489,12,10901,11,10835,1,66
"192.168.31.21",52490,12,10869,11,10803,1,66
"192.168.31.21",52491,11,760,6,371,5,389
"192.168.31.21",52492,11,748,6,371,5,377
"192.168.31.21",52493,11,782,6,371,5,411
"192.168.31.21",52496,12,10933,11,10867,1,66
"192.168.31.21",52498,12,10901,11,10835,1,66
"192.168.31.21",52499,12,10869,11,10803,1,66
"192.168.31.21",52502,12,10965,11,10899,1,66
"192.168.31.21",52503,12,10965,11,10899,1,66
"192.168.31.21",52504,14,2544,7,1140,7,1404
"192.168.31.21",52505,14,2555,7,1151,7,1404
"192.168.31.21",52506,14,2549,7,1145,7,1404
"192.168.31.21",52507,14,2541,7,1137,7,1404
"192.168.31.21",52508,11,734,6,371,5,363
"192.168.31.21",52509,11,722,6,371,5,351
"192.168.31.21",52510,11,763,6,371,5,392
"192.168.31.21",52511,14,2544,7,1140,7,1404
"192.168.31.21",52512,14,2555,7,1151,7,1404
"192.168.31.21",52513,14,2549,7,1145,7,1404
"192.168.31.21",52514,14,2541,7,1137,7,1404
"192.168.31.21",52515,14,2555,7,1151,7,1404
"192.168.31.21",52516,14,2549,7,1145,7,1404
"192.168.31.21",52517,14,2541,7,1137,7,1404
"192.168.31.21",52518,14,2544,7,1140,7,1404
"192.168.31.21",52519,11,760,6,370,5,390
"192.168.31.21",52520,11,800,6,370,5,430
"192.168.31.21",52521,11,760,6,370,5,390
"192.168.31.21",52522,11,829,6,376,5,453
"192.168.31.21",52523,11,762,6,376,5,386
"192.168.31.21",52524,11,803,6,376,5,427
"192.168.31.21",52525,11,752,6,366,5,386
"192.168.31.21",52526,11,840,6,366,5,474
"192.168.31.21",52527,11,752,6,366,5,386
"192.168.31.21",52530,42,21163,21,12272,21,8891
"192.168.31.21",52531,24,9704,10,2504,14,7200
"192.168.31.21",52532,11,774,6,376,5,398
"192.168.31.21",52533,11,762,6,376,5,386
"192.168.31.21",52534,11,803,6,376,5,427
"192.168.31.21",52535,11,818,6,371,5,447
"192.168.31.21",52536,11,802,6,371,5,431
"192.168.31.21",52537,11,756,6,371,5,385
"192.168.31.21",52538,11,732,6,370,5,362
"192.168.31.21",52539,11,768,6,370,5,398
"192.168.31.21",52540,11,771,6,370,5,401
"192.168.31.21",52541,11,734,6,371,5,363
"192.168.31.21",52542,11,722,6,371,5,351
"192.168.31.21",52543,11,763,6,371,5,392
"192.168.31.21",52544,11,726,6,367,5,359
"192.168.31.21",52545,11,714,6,367,5,347
"192.168.31.21",52546,11,758,6,367,5,391
"192.168.31.21",52547,11,726,6,367,5,359
"192.168.31.21",52548,11,714,6,367,5,347
"192.168.31.21",52549,11,758,6,367,5,391
"192.168.31.21",52550,11,760,6,370,5,390
"192.168.31.21",52551,11,800,6,370,5,430
"192.168.31.21",52552,11,760,6,370,5,390
"192.168.31.21",52553,11,752,6,366,5,386
"192.168.31.21",52554,11,840,6,366,5,474
"192.168.31.21",52555,11,752,6,366,5,386
"192.168.31.21",52556,11,756,6,382,5,374
"192.168.31.21",52557,11,744,6,382,5,362
"192.168.31.21",52558,11,778,6,382,5,396
"192.168.31.21",52559,11,818,6,371,5,447
"192.168.31.21",52560,11,802,6,371,5,431
"192.168.31.21",52561,11,756,6,371,5,385
"192.168.31.21",52562,11,734,6,371,5,363
"192.168.31.21",52563,11,722,6,371,5,351
"192.168.31.21",52564,11,763,6,371,5,392
"192.168.31.21",52565,11,760,6,370,5,390
"192.168.31.21",52566,11,800,6,370,5,430
"192.168.31.21",52567,11,760,6,370,5,390
"192.168.31.21",52568,11,734,6,371,5,363
"192.168.31.21",52569,11,722,6,371,5,351
"192.168.31.21",52570,11,763,6,371,5,392
"192.168.31.21",52571,11,762,6,372,5,390
"192.168.31.21",52572,11,750,6,372,5,378
"192.168.31.21",52573,11,784,6,372,5,412
"192.168.31.21",52574,11,762,6,372,5,390
"192.168.31.21",52575,11,750,6,372,5,378
"192.168.31.21",52576,11,784,6,372,5,412
"192.168.31.21",52577,11,760,6,371,5,389
"192.168.31.21",52578,11,748,6,371,5,377
"192.168.31.21",52579,11,782,6,371,5,411
"192.168.31.21",52580,11,760,6,371,5,389
"192.168.31.21",52581,11,748,6,371,5,377
"192.168.31.21",52582,11,782,6,371,5,411
"192.168.31.21",52583,11,800,6,390,5,410
"192.168.31.21",52584,11,776,6,390,5,386
"192.168.31.21",52585,11,803,6,390,5,413
"192.168.31.21",52588,35,5776,17,3669,18,2107
"192.168.31.21",52589,21,3992,10,2741,11,1251
"192.168.31.21",52590,11,818,6,371,5,447
"192.168.31.21",52591,11,802,6,371,5,431
"192.168.31.21",52592,11,756,6,371,5,385
"192.168.31.21",52593,11,762,6,385,5,377
"192.168.31.21",52594,11,750,6,385,5,365
"192.168.31.21",52595,11,784,6,385,5,399
"192.168.31.21",52596,11,774,6,376,5,398
"192.168.31.21",52597,11,762,6,376,5,386
"192.168.31.21",52598,11,803,6,376,5,427
"192.168.31.21",52599,67,23747,30,8259,37,15488
"192.168.31.21",52600,11,756,6,368,5,388
"192.168.31.21",52601,11,732,6,368,5,364
"192.168.31.21",52602,11,756,6,368,5,388
"192.168.31.21",52603,40,11052,20,5299,20,5753
"192.168.31.21",52604,11,736,6,372,5,364
"192.168.31.21",52605,11,747,6,372,5,375
"192.168.31.21",52606,11,765,6,372,5,393
"192.168.31.21",52607,11,726,6,367,5,359
"192.168.31.21",52608,11,714,6,367,5,347
"192.168.31.21",52609,11,758,6,367,5,391
"192.168.31.21",52610,11,734,6,371,5,363
"192.168.31.21",52611,11,722,6,371,5,351
"192.168.31.21",52612,11,763,6,371,5,392
"192.168.31.21",52613,11,742,6,375,5,367
"192.168.31.21",52614,11,730,6,375,5,355
"192.168.31.21",52615,11,764,6,375,5,389
"192.168.31.21",52616,11,774,6,376,5,398
"192.168.31.21",52617,11,762,6,376,5,386
"192.168.31.21",52618,11,803,6,376,5,427
"192.168.31.21",52619,422,272000,248,238771,174,33229
"192.168.31.21",52620,11,732,6,370,5,362
"192.168.31.21",52621,11,768,6,370,5,398
"192.168.31.21",52622,11,771,6,370,5,401
"192.168.31.21",52623,30,17355,16,6695,14,10660
"192.168.31.21",52624,11,736,6,372,5,364
"192.168.31.21",52625,11,724,6,372,5,352
"192.168.31.21",52626,11,788,6,372,5,416
"192.168.31.21",52627,11,838,6,381,5,457
"192.168.31.21",52628,11,790,6,381,5,409
"192.168.31.21",52629,11,808,6,381,5,427
"192.168.31.21",52630,11,762,6,368,5,394
"192.168.31.21",52631,11,748,6,368,5,380
"192.168.31.21",52632,11,762,6,368,5,394
"192.168.31.21",52633,23,7321,11,3290,12,4031
"192.168.31.21",52634,11,726,6,367,5,359
"192.168.31.21",52635,11,714,6,367,5,347
"192.168.31.21",52636,11,758,6,367,5,391
"192.168.31.21",52637,31,17399,16,6696,15,10703
"192.168.31.21",52638,11,734,6,371,5,363
"192.168.31.21",52639,11,722,6,371,5,351
"192.168.31.21",52640,11,763,6,371,5,392
"192.168.31.21",52641,11,768,6,388,5,380
"192.168.31.21",52642,11,756,6,388,5,368
"192.168.31.21",52643,11,801,6,388,5,413
"192.168.31.21",52646,67,13185,32,6014,35,7171
"192.168.31.21",52647,18,4000,10,2684,8,1316
"192.168.31.21",52648,11,752,6,366,5,386
"192.168.31.21",52649,11,840,6,366,5,474
"192.168.31.21",52650,11,752,6,366,5,386
"192.168.31.21",52651,11,818,6,371,5,447
"192.168.31.21",52652,11,802,6,371,5,431
"192.168.31.21",52653,11,756,6,371,5,385
"192.168.31.21",52654,11,756,6,382,5,374
"192.168.31.21",52655,11,744,6,382,5,362
"192.168.31.21",52656,11,778,6,382,5,396
"192.168.31.21",52657,11,765,6,368,5,397
"192.168.31.21",52658,11,716,6,368,5,348
"192.168.31.21",52659,11,765,6,368,5,397
"192.168.31.21",52660,47,16624,20,5505,27,11119
"192.168.31.21",52661,11,774,6,376,5,398
"192.168.31.21",52662,11,762,6,376,5,386
"192.168.31.21",52663,11,829,6,376,5,453
"192.168.31.21",52664,11,760,6,370,5,390
"192.168.31.21",52665,11,800,6,370,5,430
"192.168.31.21",52666,11,760,6,370,5,390
"192.168.31.21",52667,11,734,6,371,5,363
"192.168.31.21",52668,11,722,6,371,5,351
"192.168.31.21",52669,11,763,6,371,5,392
"192.168.31.21",52670,11,760,6,371,5,389
"192.168.31.21",52671,11,748,6,371,5,377
"192.168.31.21",52672,11,782,6,371,5,411
"192.168.31.21",52673,10,1035,5,520,5,515
"192.168.31.21",52674,10,1033,5,518,5,515
"192.168.31.21",52675,11,734,6,371,5,363
"192.168.31.21",52676,11,722,6,371,5,351
"192.168.31.21",52677,11,763,6,371,5,392
"192.168.31.21",52678,11,829,6,376,5,453
"192.168.31.21",52679,11,788,6,376,5,412
"192.168.31.21",52680,11,829,6,376,5,453
"192.168.31.21",52681,44,12445,21,6127,23,6318
"192.168.31.21",52682,11,726,6,367,5,359
"192.168.31.21",52683,11,714,6,367,5,347
"192.168.31.21",52684,11,758,6,367,5,391
"192.168.31.21",52685,11,726,6,367,5,359
"192.168.31.21",52686,11,714,6,367,5,347
"192.168.31.21",52687,11,758,6,367,5,391
"192.168.31.21",52688,11,922,6,389,5,533
"192.168.31.21",52689,11,867,6,389,5,478
"192.168.31.21",52690,11,908,6,389,5,519
"192.168.31.21",52691,355,193333,210,173850,145,19483
"192.168.31.21",52692,11,850,6,375,5,475
"192.168.31.21",52693,11,834,6,375,5,459
"192.168.31.21",52694,11,788,6,375,5,413
"192.168.31.21",52695,23,9809,14,2663,9,7146
"192.168.31.21",52696,11,752,6,366,5,386
"192.168.31.21",52697,11,840,6,366,5,474
"192.168.31.21",52698,11,752,6,366,5,386
"192.168.31.21",52699,11,734,6,371,5,363
"192.168.31.21",52700,11,722,6,371,5,351
"192.168.31.21",52701,11,763,6,371,5,392
"192.168.31.21",52702,10,1126,6,618,4,508
"192.168.31.21",52703,11,760,6,370,5,390
"192.168.31.21",52704,11,800,6,370,5,430
"192.168.31.21",52705,11,760,6,370,5,390
"192.168.31.21",52706,12,3180,7,1570,5,1610
"192.168.31.21",52707,11,918,6,389,5,529
"192.168.31.21",52708,11,864,6,389,5,475
"192.168.31.21",52709,11,908,6,389,5,519
"192.168.31.21",52710,11,816,6,370,5,446
"192.168.31.21",52711,11,800,6,370,5,430
"192.168.31.21",52712,11,729,6,370,5,359
"192.168.31.21",52713,11,838,6,381,5,457
"192.168.31.21",52714,11,790,6,381,5,409
"192.168.31.21",52715,11,791,6,381,5,410
"192.168.31.21",52716,11,816,6,370,5,446
"192.168.31.21",52717,11,800,6,370,5,430
"192.168.31.21",52718,11,729,6,370,5,359
"192.168.31.21",52719,11,840,6,382,5,458
"192.168.31.21",52720,11,824,6,382,5,442
"192.168.31.21",52721,11,785,6,382,5,403
"192.168.31.21",52722,11,816,6,370,5,446
"192.168.31.21",52723,11,800,6,370,5,430
"192.168.31.21",52724,11,761,6,370,5,391
"192.168.31.21",52725,11,816,6,370,5,446
"192.168.31.21",52726,11,800,6,370,5,430
"192.168.31.21",52727,11,761,6,370,5,391
"192.168.31.21",52728,11,836,6,380,5,456
"192.168.31.21",52729,11,820,6,380,5,440
"192.168.31.21",52730,11,781,6,380,5,401
"192.168.31.21",52731,11,732,6,370,5,362
"192.168.31.21",52732,11,768,6,370,5,398
"192.168.31.21",52733,11,771,6,370,5,401
"192.168.31.21",52734,11,752,6,366,5,386
"192.168.31.21",52735,11,840,6,366,5,474
"192.168.31.21",52736,11,752,6,366,5,386
"192.168.31.21",52737,11,858,6,391,5,467
"192.168.31.21",52738,11,970,6,391,5,579
"192.168.31.21",52739,11,803,6,391,5,412
"192.168.31.21",52740,11,738,6,373,5,365
"192.168.31.21",52741,11,726,6,373,5,353
"192.168.31.21",52742,11,735,6,373,5,362
"192.168.31.21",52743,11,734,6,371,5,363
"192.168.31.21",52744,11,722,6,371,5,351
"192.168.31.21",52745,11,763,6,371,5,392
"192.168.31.21",52746,11,838,6,381,5,457
"192.168.31.21",52747,11,790,6,381,5,409
"192.168.31.21",52748,11,808,6,381,5,427
"192.168.31.21",52750,11,781,6,380,5,401
"192.168.31.21",52751,11,788,6,380,5,408
"192.168.31.21",52752,11,749,6,380,5,369
"192.168.31.21",52754,11,760,6,384,5,376
"192.168.31.21",52755,11,748,6,384,5,364
"192.168.31.21",52756,11,782,6,384,5,398
"192.168.31.21",52757,49,7617,24,4085,25,3532
"192.168.31.21",52758,19,4680,9,2521,10,2159
"192.168.31.21",52759,11,742,6,375,5,367
"192.168.31.21",52760,11,730,6,375,5,355
"192.168.31.21",52761,11,764,6,375,5,389
"192.168.31.21",52762,11,818,6,371,5,447
"192.168.31.21",52763,11,802,6,371,5,431
"192.168.31.21",52764,11,756,6,371,5,385
